rank,cluster,risk_tier,risk_score,top_junction,violation_count,avg_priority,peak_hour,peak_day_name,peak_weekend_frac,top_vehicle,center_lat,center_lon,recommended_action,display_name
200,481,🟠 HIGH,5.91,No Junction,65,2.523076923076923,20,Mon,0.0769230769230769,MAXI-CAB,12.956586767692308,77.70866324,Deploy 1 unit Mons 20:00–22:00. Issue penalties. Focus: MAXI-CAB.,HAL Old Airport — Road Segment
201,176,🟠 HIGH,5.91,No Junction,981,2.2838939857288483,6,Wed,0.1753312945973496,SCOOTER,12.96083106711602,77.52825387231269,Deploy 1 unit Weds 6:00–8:00. Issue penalties. Focus: SCOOTER.,Byatarayanapura — Road Segment
202,494,🟠 HIGH,5.9,No Junction,39,5.5,21,Thu,0.2307692307692307,CAR,12.835577066666666,77.67917261794871,Deploy 1 unit Thus 21:00–23:00. Issue penalties. Focus: CAR.,Electronic City — Road Segment
203,767,🟠 HIGH,5.9,No Junction,52,3.75,6,Thu,0.2884615384615384,CAR,13.072191246153846,77.63373878076924,Deploy 1 unit Thus 6:00–8:00. Issue penalties. Focus: CAR.,Hennuru — Road Segment
204,850,🟠 HIGH,5.88,No Junction,116,2.3620689655172415,6,Wed,0.2844827586206896,SCOOTER,12.85093054137931,77.65745046896551,Deploy 1 unit Weds 6:00–8:00. Issue penalties. Focus: SCOOTER.,Electronic City — Road Segment
205,543,🟠 HIGH,5.88,BTP140 - Madiwala Check Post,37,2.3783783783783785,7,Fri,0.3243243243243243,SCOOTER,12.932813605405403,77.61339425675675,Deploy 1 unit Fris 7:00–9:00. Issue penalties. Focus: SCOOTER.,Madiwala Check Post
206,260,🟠 HIGH,5.88,No Junction,186,2.435483870967742,5,Sat,0.3548387096774194,SCOOTER,12.96429204247312,77.55095726612903,Deploy 1 unit Sats 5:00–7:00. Issue penalties. Focus: SCOOTER.,Magadi Road — Road Segment
207,279,🟠 HIGH,5.87,"BTP191 - 40th Cross, 4th Main, Jayanagar",77,2.207792207792208,22,Thu,0.2597402597402597,CAR,12.919807925974023,77.58366238961038,Deploy 1 unit Thus 22:00–24:00. Issue penalties. Focus: CAR.,"40th Cross, 4th Main, Jayanagar"
208,412,🟠 HIGH,5.85,No Junction,97,2.881443298969072,6,Tue,0.3092783505154639,SCOOTER,13.041859576288658,77.51450660515464,Deploy 1 unit Tues 6:00–8:00. Issue penalties. Focus: SCOOTER.,Peenya — Road Segment
209,105,🟠 HIGH,5.84,"BTP099 - Cash Pharmacy, Residency Road",43,3.186046511627907,0,Fri,0.0930232558139534,CAR,12.968688674418605,77.60154433255815,Deploy 1 unit Fris 0:00–2:00. Issue penalties. Focus: CAR.,"Cash Pharmacy, Residency Road"
210,445,🟠 HIGH,5.84,No Junction,40,8.2875,3,Sun,0.625,CAR,12.981004637500002,77.63054816500001,Deploy 1 unit Suns 3:00–5:00. Issue penalties. Focus: CAR.,Halasur — Road Segment
211,165,🟠 HIGH,5.84,No Junction,725,2.2282758620689656,0,Thu,0.3172413793103448,SCOOTER,12.98920128537931,77.59905723365517,Deploy 1 unit Thus 0:00–2:00. Issue penalties. Focus: SCOOTER.,Shivajinagar — Road Segment
212,132,🟠 HIGH,5.84,No Junction,86,3.197674418604651,2,Wed,0.3372093023255814,CAR,12.931958697024838,77.51565213561999,Deploy 1 unit Weds 2:00–4:00. Issue penalties. Focus: CAR.,Kengeri — Road Segment
213,318,🟠 HIGH,5.84,No Junction,45,4.777777777777778,2,Tue,0.2444444444444444,SCOOTER,13.071246031111112,77.63372564,Deploy 1 unit Tues 2:00–4:00. Issue penalties. Focus: SCOOTER.,Hennuru — Road Segment
214,110,🟠 HIGH,5.82,BTP061 - Bhashyam Circle,982,2.057026476578411,2,Thu,0.2790224032586558,SCOOTER,12.985457500974029,77.553642049362,Deploy 1 unit Thus 2:00–4:00. Issue penalties. Focus: SCOOTER.,Bhashyam Circle
215,274,🟠 HIGH,5.82,No Junction,162,3.3333333333333335,22,Tue,0.0987654320987654,SCOOTER,13.05084348765432,77.55276819320987,Deploy 1 unit Tues 22:00–24:00. Issue penalties. Focus: SCOOTER.,Jalahalli — Road Segment
216,311,🟠 HIGH,5.82,BTP054 - Shivananda Circle,216,2.178240740740741,2,Sun,0.4074074074074074,CAR,12.987150355092592,77.58031451342593,Deploy 1 unit Suns 2:00–4:00. Issue penalties. Focus: CAR.,Shivananda Circle
217,372,🟠 HIGH,5.82,No Junction,105,2.5428571428571427,0,Tue,0.2666666666666666,HGV,13.022109736190476,77.53269273047619,Deploy 1 unit Tues 0:00–2:00. Issue penalties. Focus: HGV.,Rajajinagar — Road Segment
218,344,🟠 HIGH,5.82,BTP136 - Hosur-Tavarkere Road Junction,19,2.8421052631578947,8,Sun,0.7368421052631579,SCOOTER,12.937596368421053,77.6106607368421,Deploy 1 unit Suns 8:00–10:00. Issue penalties. Focus: SCOOTER.,Hosur-Tavarkere Road Junction
219,158,🟠 HIGH,5.8,No Junction,145,2.317241379310345,21,Thu,0.2620689655172414,CAR,12.887224897931034,77.64083514137931,Deploy 1 unit Thus 21:00–23:00. Issue penalties. Focus: CAR.,Hulimavu — Road Segment
220,24,🟠 HIGH,5.8,No Junction,674,2.206231454005935,23,Thu,0.0563798219584569,CAR,12.925961181992752,77.67648393543482,Deploy 1 unit Thus 23:00–25:00. Issue penalties. Focus: CAR.,Bellandur — Road Segment
221,98,🟠 HIGH,5.8,No Junction,419,2.2219570405727924,21,Thu,0.315035799522673,CAR,12.98659242267303,77.5744809424821,Deploy 1 unit Thus 21:00–23:00. Issue penalties. Focus: CAR.,Sheshadripuram — Road Segment
222,250,🟠 HIGH,5.8,"BTP123 - 10th Cross, Wilson Garden",84,2.1904761904761907,3,Mon,0.238095238095238,CAR,12.944739723809525,77.59708451785714,Deploy 1 unit Mons 3:00–5:00. Issue penalties. Focus: CAR.,"10th Cross, Wilson Garden"
223,578,🟠 HIGH,5.77,No Junction,31,2.903225806451613,18,Fri,0.1935483870967742,CAR,13.046329612903223,77.5225468516129,Deploy 1 unit Fris 18:00–20:00. Issue penalties. Focus: CAR.,Jalahalli — Road Segment
224,114,🟠 HIGH,5.75,No Junction,262,2.2442748091603053,21,Sun,0.3244274809160305,CAR,12.875766145419847,77.6480451385496,Deploy 1 unit Suns 21:00–23:00. Issue penalties. Focus: CAR.,Hulimavu — Road Segment
225,43,🟠 HIGH,5.75,"BTP123 - 10th Cross, Wilson Garden",272,2.0919117647058822,6,Fri,0.2830882352941176,SCOOTER,12.945130367202363,77.59502675297794,Deploy 1 unit Fris 6:00–8:00. Issue penalties. Focus: SCOOTER.,"10th Cross, Wilson Garden"
226,476,🟠 HIGH,5.73,BTP146 - Domlur Water Tank,62,2.338709677419355,5,Tue,0.4032258064516129,SCOOTER,12.960581054838707,77.63852746451613,Deploy 1 unit Tues 5:00–7:00. Issue penalties. Focus: SCOOTER.,Domlur Water Tank
227,553,🟠 HIGH,5.73,"BTP177 - Aurobindo Circle, ORR",38,2.5526315789473686,6,Tue,0.131578947368421,CAR,12.915287623684211,77.58582061315789,Deploy 1 unit Tues 6:00–8:00. Issue penalties. Focus: CAR.,"Aurobindo Circle, ORR"
228,457,🟠 HIGH,5.73,No Junction,26,3.0,19,Wed,0.0,SCOOTER,12.986702138461538,77.6901161576923,Deploy 1 unit Weds 19:00–21:00. Issue penalties. Focus: SCOOTER.,Mahadevapura — Road Segment
229,760,🟠 HIGH,5.72,BTP009 - Prakash Nagar Junction,227,2.092511013215859,22,Fri,0.1541850220264317,SCOOTER,12.992618225991189,77.55805506211453,Deploy 1 unit Fris 22:00–24:00. Issue penalties. Focus: SCOOTER.,Prakash Nagar Junction
230,67,🟠 HIGH,5.72,BTP211 - Central Street Junction,28,2.642857142857143,19,Wed,0.1071428571428571,CAR,12.979484012372568,77.60361091357143,Deploy 1 unit Weds 19:00–21:00. Issue penalties. Focus: CAR.,Central Street Junction
231,446,🟠 HIGH,5.71,BTP203 - RRMR Junction,52,2.3365384615384617,1,Wed,0.1153846153846153,CAR,12.96722365,77.59434389615384,Deploy 1 unit Weds 1:00–3:00. Issue penalties. Focus: CAR.,RRMR Junction
232,285,🟠 HIGH,5.71,No Junction,90,2.6944444444444446,23,Mon,0.3,CAR,12.989153827777775,77.50785188444445,Deploy 1 unit Mons 23:00–25:00. Issue penalties. Focus: CAR.,Kamakshipalya — Road Segment
233,772,🟠 HIGH,5.7,No Junction,32,4.78125,21,Tue,0.21875,CAR,12.855515928125,77.66433365,Deploy 1 unit Tues 21:00–23:00. Issue penalties. Focus: CAR.,Electronic City — Road Segment
234,99,🟠 HIGH,5.7,BTP192 - Urvashi Theater,369,2.102981029810298,2,Fri,0.1734417344173441,CAR,12.957953450406505,77.58635383008131,Deploy 1 unit Fris 2:00–4:00. Issue penalties. Focus: CAR.,Urvashi Theater
235,414,🟠 HIGH,5.69,BTP047 - Vidhan Soudha Metro Station,35,2.414285714285714,5,Mon,0.2571428571428571,SCOOTER,12.978936674285714,77.59205290571428,Deploy 1 unit Mons 5:00–7:00. Issue penalties. Focus: SCOOTER.,Vidhan Soudha Metro Station
236,95,🟠 HIGH,5.69,No Junction,1210,2.1942148760330578,5,Tue,0.2661157024793388,CAR,13.027859919530233,77.57469224564295,Deploy 1 unit Tues 5:00–7:00. Issue penalties. Focus: CAR.,Sadashivanagar — Road Segment
237,314,🟠 HIGH,5.69,No Junction,44,5.193181818181818,5,Fri,0.3181818181818182,CAR,12.955749143181816,77.718445875,Deploy 1 unit Fris 5:00–7:00. Issue penalties. Focus: CAR.,Whitefield — Road Segment
238,22,🟠 HIGH,5.69,No Junction,1287,2.173271173271173,21,Wed,0.0722610722610722,MAXI-CAB,12.927436589925572,77.67983796761098,Deploy 1 unit Weds 21:00–23:00. Issue penalties. Focus: MAXI-CAB.,Bellandur — Road Segment
239,415,🟠 HIGH,5.69,No Junction,50,2.84,8,Tue,0.18,SCOOTER,12.936981622429776,77.70270666342196,Deploy 1 unit Tues 8:00–10:00. Issue penalties. Focus: SCOOTER.,HAL Old Airport — Road Segment
240,371,🟠 HIGH,5.68,BTP121 - KH Circle,63,2.2222222222222223,2,Sun,0.4603174603174603,SCOOTER,12.951478011111112,77.59056604603175,Deploy 1 unit Suns 2:00–4:00. Issue penalties. Focus: SCOOTER.,KH Circle
241,28,🟠 HIGH,5.67,No Junction,1574,2.228081321473952,22,Wed,0.1893265565438373,PASSENGER AUTO,12.97296600133418,77.61601048284625,Deploy 1 unit Weds 22:00–24:00. Issue penalties. Focus: PASSENGER AUTO.,Halasur — Road Segment
242,144,🟠 HIGH,5.67,No Junction,599,2.1886477462437397,6,Sat,0.4257095158597663,SCOOTER,12.913684859599332,77.60647384641068,Deploy 1 unit Sats 6:00–8:00. Issue penalties. Focus: SCOOTER.,Mico Layout — Road Segment
243,135,🟠 HIGH,5.66,No Junction,242,2.2892561983471076,0,Tue,0.3760330578512397,MOTOR CYCLE,13.045399838842975,77.50714708677687,Deploy 1 unit Tues 0:00–2:00. Issue penalties. Focus: MOTOR CYCLE.,Peenya — Road Segment
244,186,🟠 HIGH,5.65,No Junction,193,2.3471502590673574,4,Sun,0.5595854922279793,CAR,13.072372510362694,77.59107586424871,Deploy 1 unit Suns 4:00–6:00. Issue penalties. Focus: CAR.,Kodigehalli — Road Segment
245,532,🟠 HIGH,5.65,No Junction,37,3.918918918918919,4,Thu,0.2162162162162162,CAR,12.947943583783784,77.53456858108107,Deploy 1 unit Thus 4:00–6:00. Issue penalties. Focus: CAR.,Byatarayanapura — Road Segment
246,187,🟠 HIGH,5.65,No Junction,111,2.644144144144144,2,Sat,0.3333333333333333,CAR,12.925573835135136,77.63350005225224,Deploy 1 unit Sats 2:00–4:00. Issue penalties. Focus: CAR.,Adugodi — Road Segment
247,515,🟠 HIGH,5.65,"BTP145 - Sri Hatti Maramma Circle, Domluru",161,2.1614906832298137,23,Sat,0.4161490683229814,CAR,12.9611512310559,77.63671949192546,Deploy 1 unit Sats 23:00–25:00. Issue penalties. Focus: CAR.,"Sri Hatti Maramma Circle, Domluru"
248,704,🟠 HIGH,5.65,No Junction,24,5.0,7,Thu,0.3333333333333333,PASSENGER AUTO,12.919265020922484,77.54216757014417,Deploy 1 unit Thus 7:00–9:00. Issue penalties. Focus: PASSENGER AUTO.,Banashankari — Road Segment
249,376,🟠 HIGH,5.64,No Junction,67,2.917910447761194,4,Mon,0.2835820895522388,SCOOTER,12.89434402007266,77.65719574162623,Deploy 1 unit Mons 4:00–6:00. Issue penalties. Focus: SCOOTER.,HSR Layout — Road Segment
250,705,🟠 HIGH,5.64,No Junction,94,4.946808510638298,4,Wed,0.5319148936170213,SCOOTER,12.985495382978725,77.74574369042553,Deploy 1 unit Weds 4:00–6:00. Issue penalties. Focus: SCOOTER.,Whitefield — Road Segment
251,152,🟠 HIGH,5.64,"BTP204 - ESI Hospital, Rajajinagar",406,2.0665024630541873,22,Wed,0.1699507389162561,PASSENGER AUTO,12.989771647536946,77.55321829137931,Deploy 1 unit Weds 22:00–24:00. Issue penalties. Focus: PASSENGER AUTO.,"ESI Hospital, Rajajinagar"
252,224,🟠 HIGH,5.64,No Junction,63,3.9444444444444446,3,Mon,0.3492063492063492,CAR,12.959399005030946,77.6557879853466,Deploy 1 unit Mons 3:00–5:00. Issue penalties. Focus: CAR.,Jeevanbheemanagar — Road Segment
253,569,🟠 HIGH,5.63,No Junction,49,4.6938775510204085,0,Mon,0.2040816326530612,SCOOTER,12.938090695918367,77.74675863265306,Deploy 1 unit Mons 0:00–2:00. Issue penalties. Focus: SCOOTER.,Whitefield — Road Segment
254,338,🟠 HIGH,5.63,BTP051 - Safina Plaza Junction,66,2.257575757575758,4,Sun,0.4090909090909091,CAR,12.980028045779012,77.60544989090687,Deploy 1 unit Suns 4:00–6:00. Issue penalties. Focus: CAR.,Safina Plaza Junction
255,46,🟠 HIGH,5.62,No Junction,3221,2.1432784849425643,22,Wed,0.2493014591741695,SCOOTER,13.03529960373789,77.58902305058348,Deploy 1 unit Weds 22:00–24:00. Issue penalties. Focus: SCOOTER.,Hebbala — Road Segment
256,281,🟠 HIGH,5.61,No Junction,66,2.9696969696969697,22,Wed,0.2878787878787879,MOTOR CYCLE,12.98624098181818,77.73363660151516,Deploy 1 unit Weds 22:00–24:00. Issue penalties. Focus: MOTOR CYCLE.,Whitefield — Road Segment
257,32,🟠 HIGH,5.61,No Junction,10203,2.1427031265314125,4,Sun,0.3733215720866412,CAR,13.010297649513111,77.55334079474781,Deploy 1 unit Suns 4:00–6:00. Issue penalties. Focus: CAR.,Malleshwaram — Road Segment
258,305,🟠 HIGH,5.61,No Junction,93,2.3440860215053765,7,Mon,0.3440860215053763,PASSENGER AUTO,12.970168633945429,77.61020374565089,Deploy 1 unit Mons 7:00–9:00. Issue penalties. Focus: PASSENGER AUTO.,Ashok Nagar — Road Segment
259,832,🟠 HIGH,5.6,BTP196 - Sarakki Main Road,19,2.736842105263158,18,Sat,0.7894736842105263,CAR,12.911093357894735,77.57579534210527,Deploy 1 unit Sats 18:00–20:00. Issue penalties. Focus: CAR.,Sarakki Main Road
260,220,🟠 HIGH,5.6,BTP180 - Swagath Poornima Theatre,50,2.38,5,Fri,0.28,CAR,12.961894156,77.58926159399999,Deploy 1 unit Fris 5:00–7:00. Issue penalties. Focus: CAR.,Swagath Poornima Theatre
261,424,🟠 HIGH,5.59,BTP085 - Briyand Circle,29,2.7586206896551726,2,Sun,0.3448275862068966,SCOOTER,12.96806131724138,77.57022611724138,Deploy 1 unit Suns 2:00–4:00. Issue penalties. Focus: SCOOTER.,Briyand Circle
262,47,🟠 HIGH,5.59,No Junction,802,2.3135910224438905,22,Thu,0.213216957605985,MAXI-CAB,12.959568845373738,77.64507165864156,Deploy 1 unit Thus 22:00–24:00. Issue penalties. Focus: MAXI-CAB.,Jeevanbheemanagar — Road Segment
263,341,🟠 HIGH,5.59,BTP057 - Anand Rao Junction,23,2.608695652173913,8,Wed,0.3478260869565217,CAR,12.978484091304349,77.57236633913043,Deploy 1 unit Weds 8:00–10:00. Issue penalties. Focus: CAR.,Anand Rao Junction
264,733,🟠 HIGH,5.58,No Junction,18,8.63888888888889,7,Sun,0.6111111111111112,CAR,13.015067027777778,77.52966141666667,Deploy 1 unit Suns 7:00–9:00. Issue penalties. Focus: CAR.,Rajajinagar — Road Segment
265,302,🟠 HIGH,5.56,No Junction,58,2.4741379310344827,7,Fri,0.2413793103448276,SCOOTER,12.905836731464182,77.54248083271551,Deploy 1 unit Fris 7:00–9:00. Issue penalties. Focus: SCOOTER.,K.S. Layout — Road Segment
266,213,🟠 HIGH,5.56,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",38,2.289473684210526,20,Sun,0.6052631578947368,CAR,12.988687368421052,77.55897524736842,Deploy 1 unit Suns 20:00–22:00. Issue penalties. Focus: CAR.,"Suguna Hospital, Dr. Rajkumar Road"
267,607,🟠 HIGH,5.55,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",17,2.823529411764706,20,Fri,0.2352941176470588,CAR,12.994442952941176,77.55538974117647,Deploy 1 unit Fris 20:00–22:00. Issue penalties. Focus: CAR.,"RR Kalyana Mantapa, Dr. Rajkumar Road"
268,740,🟠 HIGH,5.54,No Junction,53,4.2924528301886795,0,Tue,0.0188679245283018,CAR,12.966881407547172,77.65806183207548,Deploy 1 unit Tues 0:00–2:00. Issue penalties. Focus: CAR.,Jeevanbheemanagar — Road Segment
269,352,🟠 HIGH,5.54,No Junction,69,2.5869565217391304,3,Fri,0.0869565217391304,MOTOR CYCLE,13.099283572897384,77.59741708574597,Deploy 1 unit Fris 3:00–5:00. Issue penalties. Focus: MOTOR CYCLE.,Yelahanka — Road Segment
270,386,🟠 HIGH,5.53,No Junction,51,2.5392156862745097,6,Wed,0.2549019607843137,SCOOTER,12.900293984313723,77.58586149411764,Deploy 1 unit Weds 6:00–8:00. Issue penalties. Focus: SCOOTER.,J.P. Nagar — Road Segment
271,485,🟠 HIGH,5.52,No Junction,63,2.3968253968253967,5,Sun,0.6984126984126984,CAR,13.060462455555555,77.65207275238096,Deploy 1 unit Suns 5:00–7:00. Issue penalties. Focus: CAR.,Hennuru — Road Segment
272,200,🟠 HIGH,5.52,No Junction,622,2.210610932475884,5,Sun,0.3038585209003215,SCOOTER,12.990402505305466,77.57234730932475,Deploy 1 unit Suns 5:00–7:00. Issue penalties. Focus: SCOOTER.,Sheshadripuram — Road Segment
273,215,🟠 HIGH,5.52,"BTP117 - 9th Cross, Kanakapura Road",55,2.272727272727273,21,Fri,0.2,GOODS AUTO,12.910607272727272,77.57346331636363,Deploy 1 unit Fris 21:00–23:00. Issue penalties. Focus: GOODS AUTO.,"9th Cross, Kanakapura Road"
274,192,🟠 HIGH,5.52,BTP047 - Vidhan Soudha Metro Station,116,2.2025862068965516,4,Mon,0.0603448275862069,CAR,12.980080097413792,77.59295899741379,Deploy 1 unit Mons 4:00–6:00. Issue penalties. Focus: CAR.,Vidhan Soudha Metro Station
275,139,🟠 HIGH,5.52,No Junction,108,2.4953703703703702,6,Fri,0.1296296296296296,SCOOTER,13.00686193796296,77.57876430648147,Deploy 1 unit Fris 6:00–8:00. Issue penalties. Focus: SCOOTER.,Sadashivanagar — Road Segment
276,362,🟠 HIGH,5.52,"BTP093 - Toll Gate, Mysore Road",15,5.3,19,Wed,0.0666666666666666,PASSENGER AUTO,12.957375813333334,77.5522327,Deploy 1 unit Weds 19:00–21:00. Issue penalties. Focus: PASSENGER AUTO.,"Toll Gate, Mysore Road"
277,490,🟠 HIGH,5.51,"BTP145 - Sri Hatti Maramma Circle, Domluru",41,2.292682926829268,22,Sat,0.5365853658536586,CAR,12.961429763793817,77.63516422888641,Deploy 1 unit Sats 22:00–24:00. Issue penalties. Focus: CAR.,"Sri Hatti Maramma Circle, Domluru"
278,207,🟠 HIGH,5.51,No Junction,263,2.201520912547529,5,Mon,0.2091254752851711,SCOOTER,12.888452204557662,77.56261223281517,Deploy 1 unit Mons 5:00–7:00. Issue penalties. Focus: SCOOTER.,Thalagattapura — Road Segment
279,265,🟠 HIGH,5.49,No Junction,165,2.275757575757576,6,Wed,0.2242424242424242,SCOOTER,12.913767463397692,77.67808541161251,Deploy 1 unit Weds 6:00–8:00. Issue penalties. Focus: SCOOTER.,Bellandur — Road Segment
280,454,🟠 HIGH,5.49,BTP063 - Siddalingaiah Circle,21,4.119047619047619,4,Sat,0.8571428571428571,CAR,12.971748828571426,77.59461318095238,Deploy 1 unit Sats 4:00–6:00. Issue penalties. Focus: CAR.,Siddalingaiah Circle
281,248,🟠 HIGH,5.49,No Junction,175,2.222857142857143,4,Wed,0.2228571428571428,SCOOTER,12.987007057390027,77.5192376010845,Deploy 1 unit Weds 4:00–6:00. Issue penalties. Focus: SCOOTER.,Kamakshipalya — Road Segment
282,290,🟠 HIGH,5.49,No Junction,61,3.639344262295082,2,Mon,0.3442622950819672,CAR,12.974821364207337,77.62543291164333,Deploy 1 unit Mons 2:00–4:00. Issue penalties. Focus: CAR.,Halasur — Road Segment
283,444,🟠 HIGH,5.49,No Junction,31,7.67741935483871,4,Sun,0.7741935483870968,CAR,12.981165970967742,77.62856672258064,Deploy 1 unit Suns 4:00–6:00. Issue penalties. Focus: CAR.,Halasur — Road Segment
284,668,🟠 HIGH,5.48,No Junction,43,3.744186046511628,22,Sun,0.627906976744186,CAR,12.883518666089724,77.75228890888165,Deploy 1 unit Suns 22:00–24:00. Issue penalties. Focus: CAR.,No Police Station — Road Segment
285,495,🟠 HIGH,5.48,BTP214 - 5th Main Chamrajpet  Junction,50,2.26,6,Wed,0.06,SCOOTER,12.976153062000002,77.53126286599999,Deploy 1 unit Weds 6:00–8:00. Issue penalties. Focus: SCOOTER.,5th Main Chamrajpet  Junction
286,829,🟠 HIGH,5.48,"BTP093 - Toll Gate, Mysore Road",17,5.235294117647059,2,Fri,0.0588235294117647,CAR,12.958040005882353,77.55396364117647,Deploy 1 unit Fris 2:00–4:00. Issue penalties. Focus: CAR.,"Toll Gate, Mysore Road"
287,204,🟠 HIGH,5.47,BTP172 - Nanjappa Circle,68,2.161764705882353,2,Fri,0.2058823529411764,SCOOTER,12.960440330882353,77.60155917794117,Deploy 1 unit Fris 2:00–4:00. Issue penalties. Focus: SCOOTER.,Nanjappa Circle
288,100,🟠 HIGH,5.45,No Junction,37,5.027027027027027,6,Wed,0.1891891891891892,CAR,13.03580103783784,77.73539217027027,Deploy 1 unit Weds 6:00–8:00. Issue penalties. Focus: CAR.,K.R. Pura — Road Segment
289,127,🟠 HIGH,5.45,BTP172 - Nanjappa Circle,1003,2.0179461615154537,22,Wed,0.0877367896311066,SCOOTER,12.961978118544367,77.59867089361914,Deploy 1 unit Weds 22:00–24:00. Issue penalties. Focus: SCOOTER.,Nanjappa Circle
290,513,🟠 HIGH,5.43,No Junction,66,5.090909090909091,1,Thu,0.0,SCOOTER,12.977899651515152,77.71294216666666,Deploy 1 unit Thus 1:00–3:00. Issue penalties. Focus: SCOOTER.,Mahadevapura — Road Segment
291,11,🟠 HIGH,5.43,BTP034 - LRDE Junction,244,2.0860655737704916,0,Sat,0.3155737704918033,CAR,12.98877580173516,77.5921577615872,Deploy 1 unit Sats 0:00–2:00. Issue penalties. Focus: CAR.,LRDE Junction
292,37,🟠 HIGH,5.43,No Junction,184,2.2119565217391304,2,Wed,0.2065217391304347,SCOOTER,12.906832711369612,77.6966449075745,Deploy 1 unit Weds 2:00–4:00. Issue penalties. Focus: SCOOTER.,Bellandur — Road Segment
293,93,🟠 HIGH,5.43,BTP076 - Hudson Circle,387,2.056847545219638,23,Thu,0.2403100775193798,SCOOTER,12.96800186178636,77.58858098845651,Deploy 1 unit Thus 23:00–25:00. Issue penalties. Focus: SCOOTER.,Hudson Circle
294,212,🟠 HIGH,5.43,BTP219 - Canara Bank Junction,139,2.1079136690647484,4,Sat,0.3381294964028777,CAR,12.931574402877697,77.58606146546762,Deploy 1 unit Sats 4:00–6:00. Issue penalties. Focus: CAR.,Canara Bank Junction
295,823,🟠 HIGH,5.42,No Junction,28,4.964285714285714,20,Tue,0.1428571428571428,SCOOTER,12.854895807142857,77.664791775,Deploy 1 unit Tues 20:00–22:00. Issue penalties. Focus: SCOOTER.,Electronic City — Road Segment
296,320,🟠 HIGH,5.42,No Junction,98,2.5,6,Tue,0.2244897959183673,CAR,12.987058693694232,77.61943576738648,Deploy 1 unit Tues 6:00–8:00. Issue penalties. Focus: CAR.,Pulikeshinagar(F.Town) — Road Segment
297,548,🟠 HIGH,5.4,No Junction,28,4.571428571428571,0,Sun,0.4642857142857143,CAR,12.979061341124003,77.6408681921439,Deploy 1 unit Suns 0:00–2:00. Issue penalties. Focus: CAR.,Jeevanbheemanagar — Road Segment
298,156,🟠 HIGH,5.39,No Junction,161,2.2422360248447206,6,Mon,0.3664596273291925,CAR,13.0569585689441,77.54719464099378,Deploy 1 unit Mons 6:00–8:00. Issue penalties. Focus: CAR.,Jalahalli — Road Segment
299,450,🟠 HIGH,5.38,No Junction,42,2.6904761904761907,21,Tue,0.3571428571428571,SCOOTER,12.938455397619046,77.53351792142857,Deploy 1 unit Tues 21:00–23:00. Issue penalties. Focus: SCOOTER.,Banashankari — Road Segment
300,614,🟠 HIGH,5.38,"BTP226 - 33rd Cross, 11th Main, Jayanagar",21,6.476190476190476,2,Mon,0.0952380952380952,CAR,12.924732176190476,77.58591395238095,Deploy 1 unit Mons 2:00–4:00. Issue penalties. Focus: CAR.,"33rd Cross, 11th Main, Jayanagar"
301,177,🟠 HIGH,5.37,No Junction,82,2.3048780487804876,5,Fri,0.1585365853658536,CAR,12.911882037804878,77.64454296951219,Deploy 1 unit Fris 5:00–7:00. Issue penalties. Focus: CAR.,HSR Layout — Road Segment
302,166,🟠 HIGH,5.37,No Junction,205,2.2585365853658534,22,Fri,0.3024390243902439,SCOOTER,13.008480470731708,77.54300357902439,Deploy 1 unit Fris 22:00–24:00. Issue penalties. Focus: SCOOTER.,Rajajinagar — Road Segment
303,169,🟠 HIGH,5.33,No Junction,27,4.796296296296297,20,Thu,0.1851851851851851,CAR,12.96883192962963,77.5680650962963,Deploy 1 unit Thus 20:00–22:00. Issue penalties. Focus: CAR.,Chamarajpet — Road Segment
304,583,🟠 HIGH,5.32,BTP222 - Delmia Circle,33,2.5454545454545454,21,Sun,0.5454545454545454,CAR,12.90632557878788,77.5908444090909,Deploy 1 unit Suns 21:00–23:00. Issue penalties. Focus: CAR.,Delmia Circle
305,461,🟠 HIGH,5.32,BTP047 - Vidhan Soudha Metro Station,27,2.962962962962963,5,Mon,0.037037037037037,MOTOR CYCLE,12.979630614814814,77.59134273333332,Deploy 1 unit Mons 5:00–7:00. Issue penalties. Focus: MOTOR CYCLE.,Vidhan Soudha Metro Station
306,537,🟠 HIGH,5.32,No Junction,30,4.45,4,Tue,0.0666666666666666,CAR,12.96796774101544,77.70158557564834,Deploy 1 unit Tues 4:00–6:00. Issue penalties. Focus: CAR.,HAL Old Airport — Road Segment
307,636,🟠 HIGH,5.3,No Junction,39,2.948717948717949,4,Fri,0.4102564102564102,CAR,12.92186008974359,77.58583968205127,Deploy 1 unit Fris 4:00–6:00. Issue penalties. Focus: CAR.,Jayanagara — Road Segment
308,369,🟠 HIGH,5.3,"BTP001 - 10th Cross, Dr. Rajkumar Road",114,2.1228070175438596,23,Thu,0.4561403508771929,CAR,13.00301269122807,77.55340500087719,Deploy 1 unit Thus 23:00–25:00. Issue penalties. Focus: CAR.,"10th Cross, Dr. Rajkumar Road"
309,242,🟠 HIGH,5.29,No Junction,248,2.1693548387096775,5,Sat,0.3387096774193548,SCOOTER,12.92091399781247,77.66537369951646,Deploy 1 unit Sats 5:00–7:00. Issue penalties. Focus: SCOOTER.,Bellandur — Road Segment
